,Year (Gregorian),Year (Hijri),Province,Education Department,Education_Office,Authority,Educational_Level,School_Type,School_Gender,School_System,Total_Classes,Total_Students,Total_Saudi_Students,New_Students,New_Saudi_Students,Total_Teachers,Total_Saudi_Teachers,Total_AdmInistrators,Total_Saudi_AdmInistrators,Total_Servants,Total_Workers,Total_Foreign_Students,Total_Foreign_Teachers,Students Per Class
23428,2021,1442,Makkah,Education Department In At-Taif,Al-Hawiyah Education Office ,Public,High,Special education,Girls,Course system,2,2,2,0,0,0,0,0,0,0,0,0,0,1.0
23429,2021,1442,Makkah,Education Department In At-Taif,Al-Hawiyah Education Office ,Public,High,Adult Education ,Girls,Course system,3,40,37,17,15,15,15,3,3,0,0,3,0,13.0
23430,2021,1442,Makkah,Education Department In At-Taif,Al-Hawiyah Education Office ,Public,High,Day,Girls,Course system,283,6829,6630,2379,2311,602,602,100,100,3,3,199,0,24.0
23431,2021,1442,Makkah,Education Department In At-Taif,Al-Hawiyah Education Office ,Public,Middle,Religious (Koranic),Girls,General system,6,177,177,64,64,24,24,9,9,0,1,0,0,30.0
23432,2021,1442,Makkah,Education Department In At-Taif,Al-Hawiyah Education Office ,Public,Middle,Special education,Girls,General system,10,47,43,21,18,22,22,4,4,0,0,4,0,5.0
23433,2021,1442,Makkah,Education Department In At-Taif,Al-Hawiyah Education Office ,Public,Middle,Adult Education ,Girls,General system,3,43,42,15,14,9,9,2,2,0,0,1,0,14.0
23434,2021,1442,Makkah,Education Department In At-Taif,Al-Hawiyah Education Office ,Public,Middle,Day,Girls,General system,219,7195,6874,2411,2316,568,568,191,191,6,15,321,0,33.0
23435,2021,1442,Makkah,Education Department In At-Taif,Al-Hawiyah Education Office ,Public,KIndergarten,Day,Girls,General system,84,2275,2275,0,0,199,199,68,68,6,15,0,0,27.0
23436,2021,1442,Makkah,Education Department In At-Taif,At-Taif E. Education Office,Private,Elementary,Special education,Girls,General system,0,0,0,0,0,3,3,0,0,0,0,0,0,
23437,2021,1442,Makkah,Education Department In At-Taif,At-Taif E. Education Office,Private,Elementary,Day,Girls,General system,68,1128,1085,196,188,138,137,13,13,0,1,43,1,17.0
23438,2021,1442,Makkah,Education Department In At-Taif,At-Taif E. Education Office,Private,High,Day,Girls,Course system,58,868,790,176,163,76,74,7,7,0,0,78,2,15.0
23439,2021,1442,Makkah,Education Department In At-Taif,At-Taif E. Education Office,Private,Middle,Day,Girls,General system,20,269,256,88,80,26,24,4,4,0,0,13,2,13.0
23440,2021,1442,Makkah,Education Department In At-Taif,At-Taif E. Education Office,Private,KIndergarten,Day,Girls,General system,26,188,181,4,4,65,65,11,11,0,0,7,0,7.0
23441,2021,1442,Makkah,Education Department In At-Taif,At-Taif E. Education Office,International ,Elementary,Day,Girls,General system,23,384,225,61,53,39,20,4,3,0,0,159,19,17.0
23442,2021,1442,Makkah,Education Department In At-Taif,At-Taif E. Education Office,International ,Middle,Day,Girls,General system,9,114,22,47,8,14,9,1,1,0,0,92,5,13.0
23443,2021,1442,Makkah,Education Department In At-Taif,At-Taif E. Education Office,International ,KIndergarten,Day,Girls,General system,5,61,43,3,1,6,6,1,1,0,0,18,0,12.0
23444,2021,1442,Makkah,Education Department In At-Taif,At-Taif E. Education Office,Public,Elementary,Adult Education ,Girls,General system,33,414,391,48,48,0,0,0,0,2,1,23,0,13.0
23445,2021,1442,Makkah,Education Department In At-Taif,At-Taif E. Education Office,Public,Elementary,Religious (Koranic),Girls,General system,65,1226,1225,203,203,135,135,36,36,1,1,1,0,19.0
23446,2021,1442,Makkah,Education Department In At-Taif,At-Taif E. Education Office,Public,Elementary,Special education,Girls,General system,11,44,40,6,5,26,26,1,1,0,0,4,0,4.0
23447,2021,1442,Makkah,Education Department In At-Taif,At-Taif E. Education Office,Public,Elementary,Day,Girls,General system,526,12889,11305,1904,1687,985,985,348,348,26,50,1584,0,25.0
23448,2021,1442,Makkah,Education Department In At-Taif,At-Taif E. Education Office,Public,High,Religious (Koranic),Girls,Course system,11,172,171,51,51,38,38,3,3,0,0,1,0,16.0
23449,2021,1442,Makkah,Education Department In At-Taif,At-Taif E. Education Office,Public,High,Special education,Girls,General system,5,56,56,13,13,13,13,2,2,0,0,0,0,11.0
23450,2021,1442,Makkah,Education Department In At-Taif,At-Taif E. Education Office,Public,High,Adult Education ,Girls,Course system,4,48,43,15,12,13,13,1,1,0,0,5,0,12.0
23451,2021,1442,Makkah,Education Department In At-Taif,At-Taif E. Education Office,Public,High,Day,Girls,Course system,333,6842,6137,2457,2195,770,770,144,144,5,12,705,0,21.0
23452,2021,1442,Makkah,Education Department In At-Taif,At-Taif E. Education Office,Public,Middle,Religious (Koranic),Girls,General system,24,567,567,200,200,62,62,15,15,0,0,0,0,24.0
23453,2021,1442,Makkah,Education Department In At-Taif,At-Taif E. Education Office,Public,Middle,Adult Education ,Girls,General system,3,47,40,19,19,8,8,2,2,0,0,7,0,16.0
23454,2021,1442,Makkah,Education Department In At-Taif,At-Taif E. Education Office,Public,Middle,Day,Girls,General system,265,6916,6041,2330,2004,715,715,224,224,15,16,875,0,26.0
23455,2021,1442,Makkah,Education Department In At-Taif,At-Taif E. Education Office,Public,KIndergarten,Special education,Girls,General system,4,7,7,0,0,9,9,0,0,0,0,0,0,2.0
23456,2021,1442,Makkah,Education Department In At-Taif,At-Taif E. Education Office,Public,KIndergarten,Day,Girls,General system,77,2002,1994,0,0,195,195,78,78,4,12,8,0,26.0
23457,2021,1442,Makkah,Education Department In At-Taif,At-Taif N. Education Office,Public,Elementary,Adult Education ,Girls,General system,14,262,257,90,90,0,0,0,0,0,0,5,0,19.0
23458,2021,1442,Makkah,Education Department In At-Taif,At-Taif N. Education Office,Public,Elementary,Adult Education ,Boys,General system,7,46,36,9,4,0,0,0,0,0,0,10,0,7.0
23459,2021,1442,Makkah,Education Department In At-Taif,At-Taif N. Education Office,Public,Elementary,Religious (Koranic),Girls,General system,18,202,198,38,36,27,27,13,13,1,3,4,0,11.0
23460,2021,1442,Makkah,Education Department In At-Taif,At-Taif N. Education Office,Public,Elementary,Religious (Koranic),Boys,General system,18,280,275,49,49,31,31,1,1,0,0,5,0,16.0
23461,2021,1442,Makkah,Education Department In At-Taif,At-Taif N. Education Office,Public,Elementary,Special education,Girls,General system,3,5,5,0,0,2,2,0,0,0,0,0,0,2.0
23462,2021,1442,Makkah,Education Department In At-Taif,At-Taif N. Education Office,Public,Elementary,Special education,Boys,General system,9,15,14,1,1,11,11,0,0,0,0,1,0,2.0
23463,2021,1442,Makkah,Education Department In At-Taif,At-Taif N. Education Office,Public,Elementary,Day,Girls,General system,157,2860,2800,475,471,219,219,65,65,5,16,60,0,18.0
23464,2021,1442,Makkah,Education Department In At-Taif,At-Taif N. Education Office,Public,Elementary,Day,Boys,General system,142,2727,2682,433,428,249,249,25,25,0,2,45,0,19.0
23465,2021,1442,Makkah,Education Department In At-Taif,At-Taif N. Education Office,Public,High,Special education,Boys,General system,4,5,5,1,1,5,5,0,0,0,0,0,0,1.0
23466,2021,1442,Makkah,Education Department In At-Taif,At-Taif N. Education Office,Public,High,Adult Education ,Boys,Course system,11,202,202,64,64,0,0,0,0,0,0,0,0,18.0
23467,2021,1442,Makkah,Education Department In At-Taif,At-Taif N. Education Office,Public,High,Day,Girls,Course system,73,1297,1286,411,407,161,161,3,3,0,0,11,0,18.0
23468,2021,1442,Makkah,Education Department In At-Taif,At-Taif N. Education Office,Public,High,Day,Boys,Course system,64,1233,1222,456,450,119,119,1,1,0,0,11,0,19.0
23469,2021,1442,Makkah,Education Department In At-Taif,At-Taif N. Education Office,Public,Middle,Religious (Koranic),Boys,General system,6,105,104,41,41,19,19,0,0,0,0,1,0,18.0
23470,2021,1442,Makkah,Education Department In At-Taif,At-Taif N. Education Office,Public,Middle,Special education,Boys,General system,3,3,3,1,1,1,1,0,0,0,0,0,0,1.0
23471,2021,1442,Makkah,Education Department In At-Taif,At-Taif N. Education Office,Public,Middle,Adult Education ,Boys,General system,3,51,51,21,21,0,0,0,0,0,0,0,0,17.0
23472,2021,1442,Makkah,Education Department In At-Taif,At-Taif N. Education Office,Public,Middle,Day,Girls,General system,52,1424,1408,499,498,154,154,14,14,3,3,16,0,27.0
23473,2021,1442,Makkah,Education Department In At-Taif,At-Taif N. Education Office,Public,Middle,Day,Boys,General system,66,1275,1250,429,419,180,180,12,12,0,0,25,0,19.0
23474,2021,1442,Makkah,Education Department In At-Taif,At-Taif N. Education Office,Public,KIndergarten,Day,Girls,General system,31,443,443,0,0,32,32,5,5,0,2,0,0,14.0
23475,2021,1442,Makkah,Education Department In At-Taif,At-Taif W. Education Office,Private,Elementary,Religious (Koranic),Girls,General system,12,135,129,25,24,20,20,3,3,0,0,6,0,11.0
23476,2021,1442,Makkah,Education Department In At-Taif,At-Taif W. Education Office,Private,Elementary,Day,Girls,General system,25,278,265,31,27,51,50,7,7,1,0,13,1,11.0
23477,2021,1442,Makkah,Education Department In At-Taif,At-Taif W. Education Office,Private,High,Day,Girls,Course system,30,569,529,113,107,58,58,4,4,0,0,40,0,19.0
23478,2021,1442,Makkah,Education Department In At-Taif,At-Taif W. Education Office,Private,Middle,Religious (Koranic),Girls,General system,6,60,60,16,16,11,11,1,1,0,0,0,0,10.0
23479,2021,1442,Makkah,Education Department In At-Taif,At-Taif W. Education Office,Private,Middle,Day,Girls,General system,18,252,243,79,75,26,25,3,3,0,0,9,1,14.0
23480,2021,1442,Makkah,Education Department In At-Taif,At-Taif W. Education Office,Private,KIndergarten,Religious (Koranic),Girls,General system,3,23,20,1,1,11,11,2,2,0,0,3,0,8.0
23481,2021,1442,Makkah,Education Department In At-Taif,At-Taif W. Education Office,Private,KIndergarten,Day,Girls,General system,17,83,66,4,4,33,32,12,12,1,0,17,1,5.0
23482,2021,1442,Makkah,Education Department In At-Taif,At-Taif W. Education Office,International ,Elementary,Day,Girls,General system,32,556,332,151,89,32,17,0,0,0,0,224,15,17.0
23483,2021,1442,Makkah,Education Department In At-Taif,At-Taif W. Education Office,International ,High,Day,Girls,General system,3,39,21,20,10,5,3,2,2,0,0,18,2,13.0
23484,2021,1442,Makkah,Education Department In At-Taif,At-Taif W. Education Office,International ,Middle,Day,Girls,General system,6,97,49,37,18,7,5,1,1,0,0,48,2,16.0
23485,2021,1442,Makkah,Education Department In At-Taif,At-Taif W. Education Office,International ,KIndergarten,Day,Girls,General system,20,153,80,2,0,22,8,4,2,0,0,73,14,8.0
23486,2021,1442,Makkah,Education Department In At-Taif,At-Taif W. Education Office,Public,Elementary,Adult Education ,Girls,General system,20,179,155,7,7,0,0,2,2,0,1,24,0,9.0
23487,2021,1442,Makkah,Education Department In At-Taif,At-Taif W. Education Office,Public,Elementary,Religious (Koranic),Girls,General system,36,812,812,136,136,66,66,10,10,0,1,0,0,23.0
23488,2021,1442,Makkah,Education Department In At-Taif,At-Taif W. Education Office,Public,Elementary,Special education,Girls,General system,21,99,95,8,8,73,73,11,11,0,0,4,0,5.0
23489,2021,1442,Makkah,Education Department In At-Taif,At-Taif W. Education Office,Public,Elementary,Day,Girls,General system,344,7888,6577,1167,1026,623,623,211,211,11,21,1311,0,23.0
23490,2021,1442,Makkah,Education Department In At-Taif,At-Taif W. Education Office,Public,High,Religious (Koranic),Girls,Course system,8,190,188,63,63,23,23,12,12,0,0,2,0,24.0
23491,2021,1442,Makkah,Education Department In At-Taif,At-Taif W. Education Office,Public,High,Special education,Girls,Course system,6,22,18,12,11,0,0,0,0,0,0,4,0,4.0
23492,2021,1442,Makkah,Education Department In At-Taif,At-Taif W. Education Office,Public,High,Adult Education ,Girls,Course system,6,118,94,32,30,31,31,4,4,0,0,24,0,20.0
23493,2021,1442,Makkah,Education Department In At-Taif,At-Taif W. Education Office,Public,High,Day,Girls,Course system,168,3323,2688,1171,950,455,455,92,92,2,4,635,0,20.0
23494,2021,1442,Makkah,Education Department In At-Taif,At-Taif W. Education Office,Public,Middle,Religious (Koranic),Girls,General system,12,301,300,98,98,34,34,4,4,0,2,1,0,25.0
23495,2021,1442,Makkah,Education Department In At-Taif,At-Taif W. Education Office,Public,Middle,Special education,Girls,General system,6,24,23,7,6,0,0,1,1,1,0,1,0,4.0
23496,2021,1442,Makkah,Education Department In At-Taif,At-Taif W. Education Office,Public,Middle,Adult Education ,Girls,General system,6,59,53,24,24,21,21,5,5,0,2,6,0,10.0
23497,2021,1442,Makkah,Education Department In At-Taif,At-Taif W. Education Office,Public,Middle,Day,Girls,General system,155,3784,3146,1263,1058,434,434,136,136,6,19,638,0,24.0
23498,2021,1442,Makkah,Education Department In At-Taif,At-Taif W. Education Office,Public,KIndergarten,Special education,Girls,General system,5,20,20,0,0,23,23,1,1,0,0,0,0,4.0
23499,2021,1442,Makkah,Education Department In At-Taif,At-Taif W. Education Office,Public,KIndergarten,Day,Girls,General system,43,1153,1150,0,0,132,132,41,41,2,10,3,0,27.0
23500,2021,1442,Makkah,Education Department In At-Taif,Al-Muwayah Education Office,Public,Elementary,Adult Education ,Boys,General system,3,27,21,16,10,0,0,0,0,0,0,6,0,9.0
23501,2021,1442,Makkah,Education Department In At-Taif,Al-Muwayah Education Office,Public,Elementary,Religious (Koranic),Boys,General system,18,318,313,43,42,33,33,1,1,0,1,5,0,18.0
23502,2021,1442,Makkah,Education Department In At-Taif,Al-Muwayah Education Office,Public,Elementary,Special education,Boys,General system,1,1,1,0,0,6,6,0,0,0,0,0,0,1.0
23503,2021,1442,Makkah,Education Department In At-Taif,Al-Muwayah Education Office,Public,Elementary,Day,Boys,General system,114,1573,1549,226,224,208,208,25,25,1,5,24,0,14.0
23504,2021,1442,Makkah,Education Department In At-Taif,Al-Muwayah Education Office,Public,High,Religious (Koranic),Boys,Course system,3,32,32,14,14,6,6,0,0,0,0,0,0,11.0
23505,2021,1442,Makkah,Education Department In At-Taif,Al-Muwayah Education Office,Public,High,Special education,Boys,General system,3,4,4,1,1,4,4,0,0,0,0,0,0,1.0
23506,2021,1442,Makkah,Education Department In At-Taif,Al-Muwayah Education Office,Public,High,Day,Boys,Course system,57,1032,1024,317,313,119,119,4,4,0,0,8,0,18.0
23507,2021,1442,Makkah,Education Department In At-Taif,Al-Muwayah Education Office,Public,Middle,Religious (Koranic),Boys,General system,6,124,119,46,44,14,14,1,1,0,0,5,0,21.0
23508,2021,1442,Makkah,Education Department In At-Taif,Al-Muwayah Education Office,Public,Middle,Special education,Boys,General system,3,9,9,5,5,7,7,0,0,0,0,0,0,3.0
23509,2021,1442,Makkah,Education Department In At-Taif,Al-Muwayah Education Office,Public,Middle,Day,Boys,General system,45,816,807,262,260,129,129,5,5,1,1,9,0,18.0
23510,2021,1442,Makkah,Education Department In At-Taif,Ranyah Education Office,Private,Elementary,Day,Girls,General system,7,29,26,9,7,7,7,1,1,0,0,3,0,4.0
23511,2021,1442,Makkah,Education Department In At-Taif,Ranyah Education Office,Private,KIndergarten,Day,Girls,General system,3,11,6,1,1,3,3,1,1,0,0,5,0,4.0
23512,2021,1442,Makkah,Education Department In At-Taif,Ranyah Education Office,Public,Elementary,Adult Education ,Girls,General system,18,198,198,30,30,0,0,0,0,0,0,0,0,11.0
23513,2021,1442,Makkah,Education Department In At-Taif,Ranyah Education Office,Public,Elementary,Religious (Koranic),Girls,General system,8,149,132,22,20,17,17,3,3,0,1,17,0,19.0
23514,2021,1442,Makkah,Education Department In At-Taif,Ranyah Education Office,Public,Elementary,Special education,Girls,General system,6,8,7,2,2,4,4,0,0,0,0,1,0,1.0
23515,2021,1442,Makkah,Education Department In At-Taif,Ranyah Education Office,Public,Elementary,Day,Girls,General system,151,2857,2758,463,440,241,241,71,71,6,9,99,0,19.0
23516,2021,1442,Makkah,Education Department In At-Taif,Ranyah Education Office,Public,High,Religious (Koranic),Girls,Course system,4,31,31,5,5,9,9,0,0,0,0,0,0,8.0
23517,2021,1442,Makkah,Education Department In At-Taif,Ranyah Education Office,Public,High,Adult Education ,Girls,Course system,3,40,40,18,18,11,11,0,0,0,0,0,0,13.0
23518,2021,1442,Makkah,Education Department In At-Taif,Ranyah Education Office,Public,High,Day,Girls,Course system,79,1313,1276,473,461,153,153,12,12,1,0,37,0,17.0
23519,2021,1442,Makkah,Education Department In At-Taif,Ranyah Education Office,Public,Middle,Religious (Koranic),Girls,General system,3,61,61,18,18,10,10,2,2,0,1,0,0,20.0
23520,2021,1442,Makkah,Education Department In At-Taif,Ranyah Education Office,Public,Middle,Special education,Girls,General system,3,6,6,1,1,1,1,0,0,0,0,0,0,2.0
23521,2021,1442,Makkah,Education Department In At-Taif,Ranyah Education Office,Public,Middle,Adult Education ,Girls,General system,3,15,15,2,2,7,7,0,0,0,0,0,0,5.0
23522,2021,1442,Makkah,Education Department In At-Taif,Ranyah Education Office,Public,Middle,Day,Girls,General system,51,1328,1280,458,441,136,136,27,27,7,4,48,0,26.0
23523,2021,1442,Makkah,Education Department In At-Taif,Ranyah Education Office,Public,KIndergarten,Day,Girls,General system,31,529,529,0,0,31,31,14,14,1,5,0,0,17.0
23524,2021,1442,Makkah,Education Department In At-Taif,Maysaan Education Office,Public,Elementary,Adult Education ,Girls,General system,6,48,48,14,14,0,0,0,0,0,0,0,0,8.0
23525,2021,1442,Makkah,Education Department In At-Taif,Maysaan Education Office,Public,Elementary,Religious (Koranic),Girls,General system,6,77,74,13,13,12,12,2,2,0,2,3,0,13.0
23526,2021,1442,Makkah,Education Department In At-Taif,Maysaan Education Office,Public,Elementary,Religious (Koranic),Boys,General system,6,69,69,12,12,6,6,0,0,0,0,0,0,12.0
23527,2021,1442,Makkah,Education Department In At-Taif,Maysaan Education Office,Public,Elementary,Special education,Boys,General system,2,2,2,0,0,12,12,0,0,0,0,0,0,1.0
23528,2021,1442,Makkah,Education Department In At-Taif,Maysaan Education Office,Public,Elementary,Day,Girls,General system,84,830,801,146,141,131,131,19,19,7,8,29,0,10.0
23529,2021,1442,Makkah,Education Department In At-Taif,Maysaan Education Office,Public,Elementary,Day,Boys,General system,93,883,859,131,128,187,187,26,26,1,5,24,0,9.0
23530,2021,1442,Makkah,Education Department In At-Taif,Maysaan Education Office,Public,High,Special education,Boys,General system,1,3,3,0,0,2,2,0,0,0,0,0,0,3.0
23531,2021,1442,Makkah,Education Department In At-Taif,Maysaan Education Office,Public,High,Adult Education ,Boys,General system,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0
23532,2021,1442,Makkah,Education Department In At-Taif,Maysaan Education Office,Public,High,Adult Education ,Boys,Course system,4,33,33,14,14,0,0,0,0,0,0,0,0,8.0
23533,2021,1442,Makkah,Education Department In At-Taif,Maysaan Education Office,Public,High,Day,Girls,Course system,42,452,439,186,182,133,133,4,4,0,0,13,0,11.0
23534,2021,1442,Makkah,Education Department In At-Taif,Maysaan Education Office,Public,High,Day,Boys,Course system,53,471,456,136,131,117,117,4,4,0,1,15,0,9.0
23535,2021,1442,Makkah,Education Department In At-Taif,Maysaan Education Office,Public,Middle,Religious (Koranic),Girls,General system,3,21,21,9,9,10,10,0,0,0,0,0,0,7.0
23536,2021,1442,Makkah,Education Department In At-Taif,Maysaan Education Office,Public,Middle,Special education,Boys,General system,2,2,2,1,1,4,4,0,0,0,0,0,0,1.0
